target_measurement	structure_features
O15054_pIC50	FP1,FP2,FP3,FP5,FP6,FP9,FP10,FP11,FP12,FP14,FP15,FP17,FP18,FP19,FP20,FP21,FP22,FP27,FP30,FP31,FP33,FP34,FP35,FP39,FP40,FP41,FP42,FP43,FP44,FP45,FP46,FP48,FP51,FP54,FP56,FP58,FP59,FP60,FP61,FP63,FP66,FP67,FP72,FP82,FP99,FP101,FP112,FP114,FP118,FP128,FP141,FP164
O15530_pIC50	FP17,FP22,FP25,FP37,FP38,FP41,FP42,FP43,FP45,FP46,FP50,FP62,FP65,FP75,FP76,FP77,FP78,FP79,FP80,FP81,FP82,FP84,FP88,FP89,FP90,FP92,FP95,FP96,FP97,FP98,FP99,FP104,FP105,FP106,FP108,FP109,FP111,FP112,FP114,FP116,FP118,FP119,FP120,FP125,FP126,FP128,FP129,FP133,FP136,FP138,FP144,FP145,FP146,FP150,FP153,FP155,FP157,FP159,FP160,FP163,FP164
O15554_pIC50	FP1,FP2,FP3,FP4,FP5,FP6,FP7,FP8,FP9,FP10,FP11,FP12,FP13,FP14,FP16,FP17,FP18,FP19,FP20,FP21,FP22,FP23,FP24,FP25,FP26,FP27,FP28,FP31,FP34,FP35,FP37,FP39,FP40,FP42,FP43,FP44,FP45,FP46,FP48,FP49,FP50,FP53,FP54,FP56,FP63,FP66,FP68,FP70,FP72,FP76,FP78,FP84,FP85,FP86,FP90,FP91,FP93,FP94,FP99,FP101,FP119,FP128,FP131,FP141,FP155,FP162,FP163,FP165,FP166
O43451_pIC50	FP1,FP2,FP3,FP4,FP5,FP6,FP7,FP8,FP9,FP10,FP11,FP12,FP13,FP14,FP15,FP17,FP18,FP19,FP20,FP21,FP23,FP25,FP26,FP27,FP29,FP30,FP31,FP32,FP33,FP35,FP37,FP38,FP41,FP43,FP44,FP45,FP50,FP51,FP59,FP63,FP64,FP66,FP68,FP70,FP76,FP77,FP79,FP99,FP101,FP103,FP111,FP163,FP164,FP165,FP166
O43570_pKi	FP14,FP23,FP26,FP28,FP33,FP34,FP36,FP42,FP47,FP52,FP53,FP55,FP58,FP59,FP60,FP61,FP62,FP66,FP68,FP69,FP70,FP73,FP74,FP75,FP77,FP78,FP79,FP80,FP81,FP82,FP83,FP84,FP85,FP86,FP88,FP90,FP92,FP93,FP94,FP95,FP96,FP100,FP101,FP103,FP104,FP105,FP106,FP108,FP110,FP111,FP113,FP115,FP117,FP118,FP124,FP125,FP128,FP129,FP130,FP132,FP133,FP134,FP135,FP136,FP137,FP138,FP139,FP142,FP145,FP146,FP147,FP148,FP151,FP153,FP154,FP155,FP156,FP158,FP159,FP161,FP162,FP163,FP164,FP165
O43613_pEC50	FP1,FP86,FP87,FP88,FP89,FP90,FP91,FP92,FP93,FP103,FP104,FP105,FP106,FP107,FP108,FP109,FP110,FP111,FP112,FP113,FP114,FP115,FP116,FP117,FP118,FP119,FP120,FP121,FP122,FP123,FP125
O43614_pEC50	FP1,FP2,FP86,FP87,FP88,FP89,FP90,FP91,FP92,FP93,FP94,FP95,FP96,FP97,FP98,FP99,FP100,FP101,FP102,FP103,FP104,FP105,FP106,FP107,FP108,FP109,FP110,FP111,FP112,FP113,FP114,FP115,FP116,FP117,FP118,FP119,FP120,FP121,FP122,FP123,FP124,FP125,FP126,FP147,FP149,FP150,FP151,FP152,FP153,FP154,FP155,FP156,FP157,FP158,FP159,FP160,FP161,FP162
O60341_pIC50	FP17,FP22,FP23,FP38,FP47,FP49,FP57,FP59,FP62,FP64,FP68,FP69,FP70,FP72,FP73,FP76,FP77,FP78,FP79,FP80,FP81,FP82,FP84,FP85,FP86,FP88,FP90,FP94,FP97,FP98,FP100,FP104,FP105,FP106,FP111,FP114,FP115,FP118,FP119,FP121,FP124,FP125,FP128,FP129,FP132,FP133,FP134,FP137,FP138,FP140,FP142,FP145,FP147,FP150,FP153,FP155,FP163,FP164
O60674_pIC50	FP11,FP19,FP22,FP23,FP24,FP25,FP32,FP33,FP38,FP42,FP43,FP45,FP46,FP47,FP49,FP51,FP52,FP53,FP54,FP57,FP59,FP62,FP65,FP66,FP68,FP69,FP70,FP71,FP75,FP76,FP77,FP80,FP81,FP82,FP83,FP84,FP85,FP86,FP87,FP89,FP90,FP91,FP94,FP95,FP96,FP97,FP98,FP99,FP100,FP103,FP104,FP106,FP107,FP108,FP109,FP113,FP114,FP116,FP118,FP119,FP120,FP123,FP124,FP125,FP126,FP128,FP129,FP130,FP131,FP132,FP135,FP136,FP138,FP139,FP140,FP142,FP143,FP144,FP145,FP146,FP150,FP151,FP152,FP153,FP155,FP157,FP159,FP160
O60725_pIC50	FP1,FP2,FP43,FP50,FP62,FP74,FP76,FP78,FP82,FP84,FP85,FP86,FP88,FP90,FP91,FP93,FP97,FP99,FP100,FP104,FP106,FP108,FP111,FP114,FP115,FP116,FP117,FP118,FP123,FP126,FP128,FP129,FP131,FP136,FP139,FP141,FP146,FP147,FP149,FP151,FP153,FP154,FP159,FP160,FP165
O60885_pKi	FP1,FP2,FP41,FP44,FP46,FP49,FP53,FP56,FP62,FP63,FP68,FP70,FP71,FP79,FP80,FP83,FP84,FP96,FP101,FP105,FP108,FP156,FP159,FP161,FP162,FP164,FP165
O75469_pEC50	FP38,FP42,FP52,FP62,FP66,FP92,FP100,FP105,FP107,FP110,FP112,FP114,FP117,FP118,FP133,FP135
O75762_pEC50	FP1,FP2,FP3,FP4,FP5,FP6,FP7,FP8,FP9,FP10,FP12,FP13,FP14,FP15,FP16,FP17,FP18,FP19,FP20,FP21,FP24,FP25,FP27,FP28,FP29,FP30,FP31,FP32,FP33,FP35,FP39,FP40,FP41,FP43,FP44,FP45,FP46,FP47,FP48,FP51,FP52,FP53,FP54,FP55,FP56,FP58,FP60,FP61,FP63,FP66,FP68,FP69,FP71,FP72,FP73,FP75,FP78,FP80,FP82,FP85,FP89,FP91,FP94,FP97,FP101,FP102,FP110,FP119,FP124,FP161,FP166
O75908_pIC50	FP1,FP2,FP3,FP4,FP5,FP6,FP7,FP8,FP9,FP10,FP11,FP12,FP14,FP15,FP16,FP17,FP18,FP19,FP20,FP21,FP22,FP23,FP25,FP26,FP29,FP30,FP31,FP32,FP33,FP35,FP36,FP39,FP40,FP43,FP44,FP45,FP47,FP48,FP51,FP55,FP56,FP58,FP59,FP60,FP61,FP63,FP64,FP67,FP68,FP69,FP70,FP73,FP78,FP81,FP84,FP88,FP100,FP110,FP117,FP119,FP121,FP125,FP129,FP130,FP131,FP138,FP162,FP163,FP164,FP165,FP166
O76074_pIC50	FP41,FP48,FP53,FP57,FP70,FP75,FP77,FP78,FP79,FP80,FP81,FP82,FP83,FP85,FP86,FP87,FP89,FP96,FP100,FP102,FP103,FP104,FP105,FP107,FP108,FP109,FP111,FP113,FP114,FP115,FP118,FP119,FP120,FP122,FP123,FP125,FP126,FP128,FP132,FP133,FP134,FP135,FP136,FP138,FP139,FP141,FP147,FP152,FP155
O94925_pIC50	FP1,FP2,FP3,FP4,FP5,FP6,FP7,FP8,FP9,FP10,FP11,FP12,FP13,FP14,FP15,FP16,FP17,FP18,FP19,FP20,FP21,FP22,FP23,FP24,FP25,FP26,FP27,FP28,FP29,FP30,FP31,FP32,FP33,FP34,FP35,FP36,FP37,FP38,FP39,FP40,FP41,FP42,FP43,FP44,FP45,FP46,FP47,FP48,FP49,FP50,FP51,FP52,FP53,FP55,FP56,FP57,FP58,FP59,FP60,FP61,FP62,FP63,FP64,FP65,FP67,FP68,FP69,FP70,FP71,FP72,FP73,FP74,FP75,FP76,FP77,FP78,FP79,FP80,FP81,FP82,FP83,FP84,FP86,FP88,FP89,FP91,FP92,FP94,FP95,FP96,FP97,FP98,FP99,FP101,FP102,FP103,FP104,FP105,FP106,FP107,FP108,FP110,FP111,FP113,FP114,FP115,FP116,FP117,FP118,FP119,FP120,FP121,FP123,FP124,FP125,FP127,FP128,FP129,FP130,FP131,FP132,FP133,FP134,FP135,FP136,FP137,FP138,FP142,FP144,FP145,FP146,FP147,FP149,FP151,FP154,FP155,FP156,FP158,FP159,FP160,FP161,FP162,FP163,FP164,FP165,FP166
O95749_pIC50	FP1,FP36,FP37,FP62,FP81,FP125,FP128,FP145
O95822_pIC50	FP36,FP38,FP47,FP57,FP62,FP65,FP66,FP68,FP69,FP71,FP72,FP74,FP75,FP78,FP79,FP81,FP89,FP94,FP95,FP96,FP98,FP100,FP102,FP108,FP110,FP113,FP115,FP117,FP119,FP126,FP129,FP131,FP135,FP136,FP138,FP139,FP141,FP144,FP148,FP155
O95931_pIC50	FP1,FP86,FP87,FP88,FP89,FP90,FP91,FP92,FP93,FP103,FP104,FP105,FP106,FP107,FP108,FP109,FP110,FP111,FP112,FP113,FP114,FP115,FP116,FP117,FP118,FP119,FP120,FP121,FP122,FP123,FP125
O96017_pIC50	FP25,FP38,FP41,FP43,FP47,FP52,FP53,FP54,FP59,FP62,FP64,FP65,FP66,FP72,FP77,FP78,FP79,FP80,FP81,FP82,FP83,FP84,FP87,FP88,FP90,FP91,FP92,FP95,FP96,FP98,FP101,FP103,FP105,FP106,FP107,FP109,FP110,FP111,FP112,FP113,FP117,FP118,FP119,FP122,FP125,FP126,FP127,FP129,FP133,FP134,FP135,FP139,FP144,FP145,FP146,FP148,FP150,FP153,FP154,FP155,FP159
P00374_pKi	FP1,FP25,FP31,FP32,FP33,FP38,FP42,FP45,FP47,FP53,FP54,FP57,FP62,FP65,FP66,FP69,FP75,FP77,FP78,FP79,FP80,FP84,FP85,FP86,FP91,FP92,FP94,FP99,FP100,FP104,FP105,FP106,FP107,FP108,FP109,FP110,FP111,FP112,FP117,FP119,FP120,FP121,FP122,FP125,FP131,FP133,FP134,FP135,FP139,FP141,FP142,FP144,FP148,FP151,FP153,FP154,FP155,FP156,FP158,FP161,FP162
P00519_pKi	FP1,FP2,FP4,FP5,FP6,FP7,FP8,FP9,FP13,FP16,FP18,FP22,FP25,FP26,FP31,FP32,FP33,FP38,FP39,FP43,FP44,FP45,FP47,FP48,FP50,FP51,FP54,FP55,FP58,FP60,FP61,FP62,FP65,FP67,FP68,FP69,FP72,FP73,FP76,FP77,FP78,FP79,FP81,FP83,FP88,FP90,FP96,FP99,FP102,FP106,FP107,FP112,FP113,FP117,FP120,FP121,FP126,FP127,FP130,FP131,FP133,FP134,FP135,FP137,FP139,FP143,FP144,FP146,FP150,FP152,FP155,FP156,FP158,FP161,FP162,FP163,FP165,FP166
P00533_pKi	FP1,FP2,FP3,FP4,FP5,FP6,FP7,FP8,FP9,FP10,FP11,FP13,FP14,FP16,FP17,FP18,FP20,FP21,FP22,FP26,FP27,FP29,FP30,FP31,FP32,FP34,FP35,FP37,FP39,FP40,FP42,FP43,FP44,FP48,FP51,FP52,FP53,FP54,FP55,FP58,FP60,FP61,FP62,FP67,FP68,FP69,FP73,FP77,FP78,FP82,FP83,FP84,FP88,FP89,FP90,FP96,FP98,FP100,FP106,FP109,FP111,FP114,FP121,FP123,FP125,FP139,FP142,FP145,FP151,FP161,FP162,FP163,FP165,FP166
P00734_pKd	FP37,FP38,FP43,FP45,FP48,FP53,FP54,FP80,FP84,FP113,FP121,FP125,FP140,FP147
P00742_pKi	FP22,FP23,FP24,FP25,FP38,FP43,FP45,FP46,FP47,FP48,FP52,FP53,FP56,FP57,FP62,FP63,FP65,FP66,FP71,FP72,FP75,FP76,FP77,FP78,FP79,FP80,FP81,FP82,FP83,FP84,FP85,FP86,FP87,FP88,FP90,FP91,FP93,FP94,FP95,FP96,FP97,FP99,FP103,FP104,FP105,FP106,FP107,FP108,FP109,FP111,FP113,FP115,FP116,FP119,FP122,FP123,FP124,FP125,FP127,FP128,FP133,FP134,FP135,FP136,FP139,FP143,FP144,FP148,FP150,FP152,FP157,FP159,FP164
P00749_pIC50	FP23,FP36,FP38,FP43,FP47,FP48,FP53,FP54,FP62,FP66,FP72,FP74,FP77,FP78,FP80,FP82,FP84,FP89,FP90,FP91,FP93,FP95,FP98,FP100,FP103,FP104,FP105,FP106,FP109,FP110,FP111,FP114,FP116,FP117,FP118,FP119,FP120,FP123,FP133,FP135,FP137,FP139,FP140,FP144,FP145,FP150,FP151,FP153,FP155,FP156,FP158,FP159,FP161
P00797_pKi	FP1,FP2,FP3,FP4,FP5,FP6,FP7,FP8,FP9,FP10,FP11,FP12,FP14,FP15,FP17,FP18,FP20,FP26,FP27,FP30,FP31,FP32,FP33,FP35,FP38,FP39,FP40,FP41,FP44,FP45,FP46,FP52,FP56,FP57,FP66,FP86,FP88,FP89,FP92,FP93,FP94,FP101,FP104,FP109,FP110,FP111,FP117,FP118,FP129,FP135,FP136,FP138,FP147,FP154,FP155,FP156,FP158,FP159,FP161,FP163,FP164
P00915_pIC50	FP1,FP14,FP19,FP21,FP25,FP37,FP43,FP45,FP48,FP50,FP51,FP54,FP64,FP71,FP74,FP83,FP84,FP85,FP86,FP92,FP93,FP95,FP97,FP98,FP99,FP105,FP106,FP117,FP131,FP140,FP146,FP151,FP156,FP157,FP158,FP161,FP165
P00918_pIC50	FP36,FP43,FP45,FP48,FP51,FP52,FP53,FP55,FP58,FP59,FP60,FP61,FP64,FP73,FP74,FP77,FP81,FP82,FP83,FP84,FP86,FP90,FP92,FP94,FP96,FP105,FP106,FP109,FP112,FP117,FP125,FP127,FP130,FP131,FP132,FP133,FP137,FP142
P03372_pKi	FP25,FP39,FP40,FP48,FP50,FP52,FP53,FP57,FP62,FP63,FP65,FP71,FP74,FP75,FP76,FP77,FP78,FP79,FP80,FP82,FP84,FP86,FP89,FP93,FP95,FP96,FP98,FP100,FP101,FP104,FP105,FP106,FP113,FP115,FP119,FP121,FP123,FP126,FP127,FP128,FP129,FP131,FP132,FP133,FP135,FP136,FP137,FP139,FP140,FP141,FP142,FP143,FP144,FP146,FP148,FP150,FP151,FP152,FP154,FP157,FP158,FP161,FP164
P03951_pKi	FP1,FP2,FP35,FP39,FP40,FP44,FP46,FP47,FP49,FP50,FP53,FP56,FP63,FP66,FP68,FP70,FP71,FP77,FP80,FP87,FP92,FP95,FP98,FP99,FP100,FP103,FP104,FP105,FP110,FP117,FP125,FP127,FP128,FP132,FP133,FP135,FP139,FP140,FP142,FP143,FP144,FP145,FP146,FP150,FP151,FP153,FP154,FP155,FP156,FP158,FP161,FP163,FP165,FP166
P03956_pKi	FP13,FP19,FP24,FP29,FP36,FP47,FP48,FP49,FP52,FP53,FP54,FP56,FP62,FP64,FP65,FP66,FP68,FP69,FP71,FP72,FP74,FP78,FP79,FP80,FP81,FP82,FP83,FP86,FP88,FP91,FP92,FP94,FP95,FP96,FP97,FP98,FP100,FP102,FP104,FP105,FP106,FP108,FP110,FP114,FP115,FP116,FP118,FP119,FP120,FP121,FP122,FP123,FP124,FP125,FP128,FP129,FP130,FP132,FP133,FP135,FP138,FP139,FP140,FP141,FP142,FP144,FP145,FP147,FP148,FP153,FP154,FP155,FP158,FP163
P04035_pIC50	FP1,FP2,FP3,FP4,FP5,FP6,FP7,FP8,FP9,FP10,FP11,FP12,FP13,FP14,FP15,FP18,FP20,FP21,FP22,FP23,FP24,FP26,FP27,FP28,FP29,FP31,FP34,FP37,FP39,FP40,FP41,FP43,FP48,FP49,FP50,FP51,FP54,FP56,FP58,FP59,FP60,FP62,FP63,FP64,FP65,FP67,FP68,FP70,FP71,FP72,FP73,FP74,FP76,FP78,FP79,FP80,FP81,FP85,FP88,FP89,FP98,FP101,FP102,FP104,FP105,FP118,FP119,FP120,FP124,FP125,FP126,FP130,FP132,FP133,FP136,FP137,FP139,FP142,FP144,FP145,FP149,FP152,FP157,FP159,FP164
P04054_pIC50	FP2,FP3,FP4,FP6,FP8,FP9,FP12,FP14,FP18,FP19,FP20,FP22,FP26,FP39,FP40,FP44,FP45,FP48,FP49,FP50,FP51,FP55,FP56,FP58,FP60,FP61,FP63,FP65,FP67,FP76,FP84,FP89,FP98,FP99,FP100,FP108,FP109,FP113,FP114,FP116,FP120,FP123,FP126,FP127,FP129,FP133,FP136,FP138,FP140,FP141,FP143,FP144,FP156,FP158,FP161
P04062_pIC50	FP22,FP25,FP38,FP42,FP52,FP53,FP54,FP62,FP65,FP66,FP70,FP72,FP75,FP77,FP78,FP79,FP80,FP82,FP83,FP84,FP85,FP86,FP89,FP90,FP91,FP92,FP94,FP96,FP98,FP100,FP104,FP105,FP106,FP109,FP110,FP112,FP113,FP114,FP115,FP117,FP118,FP119,FP120,FP121,FP122,FP124,FP125,FP126,FP128,FP129,FP130,FP131,FP133,FP135,FP137,FP138,FP139,FP140,FP142,FP144,FP145,FP146,FP147,FP148,FP151,FP153,FP155,FP162
P04150_pKi	FP17,FP26,FP34,FP37,FP41,FP42,FP45,FP46,FP52,FP53,FP57,FP62,FP65,FP66,FP69,FP72,FP74,FP76,FP77,FP80,FP81,FP83,FP87,FP89,FP90,FP91,FP92,FP93,FP96,FP97,FP104,FP105,FP106,FP107,FP108,FP110,FP112,FP113,FP114,FP115,FP116,FP118,FP120,FP121,FP125,FP126,FP127,FP128,FP129,FP131,FP132,FP134,FP135,FP137,FP139,FP142,FP143,FP144,FP146,FP147,FP149,FP150,FP151,FP152,FP153,FP164
P04626_pIC50	FP1,FP2,FP3,FP4,FP5,FP6,FP7,FP9,FP10,FP12,FP13,FP14,FP16,FP17,FP18,FP20,FP22,FP24,FP25,FP28,FP29,FP30,FP31,FP34,FP35,FP38,FP39,FP40,FP41,FP42,FP43,FP44,FP45,FP46,FP48,FP50,FP53,FP54,FP56,FP62,FP63,FP65,FP66,FP68,FP69,FP70,FP71,FP72,FP74,FP75,FP76,FP77,FP79,FP80,FP82,FP83,FP84,FP86,FP91,FP94,FP96,FP97,FP98,FP99,FP101,FP103,FP104,FP105,FP109,FP111,FP114,FP115,FP118,FP120,FP121,FP124,FP126,FP129,FP131,FP133,FP135,FP137,FP138,FP139,FP151,FP152,FP153,FP162,FP163,FP165,FP166
P04798_pIC50	FP1,FP2,FP3,FP4,FP5,FP6,FP8,FP9,FP12,FP21,FP22,FP26,FP29,FP30,FP31,FP32,FP33,FP35,FP36,FP39,FP40,FP43,FP47,FP48,FP49,FP51,FP52,FP53,FP54,FP55,FP57,FP58,FP61,FP62,FP66,FP67,FP68,FP69,FP70,FP73,FP74,FP75,FP76,FP78,FP83,FP84,FP86,FP91,FP94,FP95,FP96,FP98,FP99,FP101,FP104,FP105,FP108,FP109,FP111,FP112,FP114,FP115,FP116,FP119,FP123,FP124,FP125,FP126,FP130,FP132,FP133,FP136,FP137,FP139,FP147,FP152,FP153,FP158,FP164,FP165,FP166
P05067_pKi	FP1,FP5,FP14,FP19,FP27,FP29,FP34,FP35,FP36,FP37,FP39,FP40,FP42,FP43,FP45,FP46,FP47,FP48,FP51,FP52,FP53,FP54,FP57,FP64,FP66,FP68,FP69,FP73,FP78,FP79,FP82,FP87,FP90,FP99,FP101,FP107,FP108,FP123,FP125,FP128,FP131,FP132,FP136,FP138,FP139,FP140,FP141,FP144,FP145,FP151,FP153,FP155,FP159,FP162,FP163,FP165,FP166
P05106_pIC50	FP19,FP25,FP32,FP33,FP38,FP43,FP50,FP51,FP53,FP54,FP55,FP57,FP58,FP59,FP60,FP61,FP62,FP64,FP66,FP67,FP69,FP73,FP74,FP77,FP78,FP79,FP80,FP81,FP82,FP83,FP84,FP86,FP87,FP89,FP90,FP91,FP92,FP94,FP95,FP96,FP97,FP98,FP100,FP105,FP106,FP108,FP113,FP115,FP117,FP118,FP119,FP120,FP121,FP123,FP125,FP128,FP133,FP135,FP136,FP139,FP144,FP145,FP147,FP149,FP150,FP152,FP154,FP157,FP159,FP162,FP164
P05121_pIC50	FP36,FP45,FP47,FP50,FP52,FP54,FP57,FP74,FP76,FP79,FP80,FP81,FP82,FP85,FP86,FP88,FP90,FP96,FP97,FP98,FP99,FP100,FP104,FP105,FP108,FP109,FP111,FP115,FP116,FP120,FP122,FP126,FP128,FP129
P05164_pIC50	FP1,FP44,FP54,FP57,FP59,FP62,FP65,FP66,FP68,FP71,FP75,FP83,FP84,FP96,FP105,FP117,FP121,FP160
P05412_pIC50	FP1,FP2,FP3,FP4,FP5,FP6,FP7,FP8,FP9,FP10,FP11,FP12,FP13,FP15,FP17,FP26,FP27,FP29,FP30,FP31,FP32,FP33,FP34,FP35,FP37,FP39,FP40,FP43,FP44,FP45,FP46,FP48,FP50,FP51,FP52,FP55,FP58,FP60,FP68,FP69,FP70,FP72,FP73,FP74,FP75,FP76,FP79,FP81,FP83,FP85,FP89,FP92,FP94,FP96,FP98,FP99,FP101,FP105,FP107,FP110,FP112,FP113,FP114,FP115,FP117,FP120,FP121,FP122,FP124,FP125,FP126,FP127,FP128,FP130,FP131,FP134,FP137,FP139,FP143,FP144,FP148,FP154,FP155,FP162,FP166
P06239_pIC50	FP8,FP11,FP19,FP22,FP25,FP29,FP36,FP37,FP38,FP42,FP43,FP47,FP48,FP52,FP53,FP54,FP62,FP65,FP66,FP69,FP72,FP75,FP77,FP79,FP80,FP81,FP83,FP84,FP85,FP86,FP87,FP88,FP89,FP90,FP96,FP97,FP98,FP101,FP102,FP103,FP104,FP105,FP106,FP107,FP108,FP109,FP112,FP114,FP116,FP118,FP120,FP121,FP122,FP124,FP125,FP133,FP134,FP136,FP138,FP140,FP144,FP146,FP148,FP149,FP150,FP151,FP152,FP156,FP158,FP160,FP161
